,StandardComponentId,PlanId,IssuerId,NetworkId,ServiceAreaId,PlanType,MetalLevel,PlanVariantMarketingName,Asthma Management Program,Depression Management Program,Diabetes Management Program,Heart Disease Management Program,High Blood Pressure & High Cholesterol Management Program,Low Back Pain Management Program,No Management Program,Pain Management Program,Pregnancy Management Program,Weight Loss Management Program,Issuer_Name,Issuer_ID,Issuer_Denial_rate,Plan_denial_rate,Disenrollment_Rate
34,12379FL0010008,12379FL0010008-02,12379,FLN001,FLS001,EPO,Expanded Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
35,12379FL0010008,12379FL0010008-03,12379,FLN001,FLS001,EPO,Expanded Bronze,Bronze HSA,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
36,12379FL0010009,12379FL0010009-00,12379,FLN001,FLS001,EPO,Catastrophic,Catastrophic,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
37,12379FL0010009,12379FL0010009-01,12379,FLN001,FLS001,EPO,Catastrophic,Catastrophic,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
38,12379FL0010011,12379FL0010011-01,12379,FLN002,FLS002,EPO,Gold,Gold,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
39,12379FL0010011,12379FL0010011-02,12379,FLN002,FLS002,EPO,Gold,Gold,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
40,12379FL0010011,12379FL0010011-03,12379,FLN002,FLS002,EPO,Gold,Gold,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
41,12379FL0010012,12379FL0010012-00,12379,FLN002,FLS002,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
42,12379FL0010012,12379FL0010012-01,12379,FLN002,FLS002,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
43,12379FL0010012,12379FL0010012-02,12379,FLN002,FLS002,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
44,12379FL0010012,12379FL0010012-03,12379,FLN002,FLS002,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
45,12379FL0010012,12379FL0010012-04,12379,FLN002,FLS002,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
46,12379FL0010012,12379FL0010012-05,12379,FLN002,FLS002,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
47,12379FL0010012,12379FL0010012-06,12379,FLN002,FLS002,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
48,12379FL0010013,12379FL0010013-00,12379,FLN002,FLS002,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
49,12379FL0010013,12379FL0010013-01,12379,FLN002,FLS002,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
50,12379FL0010013,12379FL0010013-02,12379,FLN002,FLS002,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
51,12379FL0010013,12379FL0010013-03,12379,FLN002,FLS002,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
52,12379FL0010013,12379FL0010013-04,12379,FLN002,FLS002,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
53,12379FL0010013,12379FL0010013-05,12379,FLN002,FLS002,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
54,12379FL0010013,12379FL0010013-06,12379,FLN002,FLS002,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
55,12379FL0010014,12379FL0010014-00,12379,FLN002,FLS002,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
56,12379FL0010014,12379FL0010014-01,12379,FLN002,FLS002,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
57,12379FL0010014,12379FL0010014-02,12379,FLN002,FLS002,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
58,12379FL0010014,12379FL0010014-03,12379,FLN002,FLS002,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
59,12379FL0010014,12379FL0010014-04,12379,FLN002,FLS002,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
60,12379FL0010014,12379FL0010014-05,12379,FLN002,FLS002,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
61,12379FL0010014,12379FL0010014-06,12379,FLN002,FLS002,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
62,12379FL0010016,12379FL0010016-00,12379,FLN002,FLS002,EPO,Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
63,12379FL0010016,12379FL0010016-01,12379,FLN002,FLS002,EPO,Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
64,12379FL0010016,12379FL0010016-02,12379,FLN002,FLS002,EPO,Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
65,12379FL0010016,12379FL0010016-03,12379,FLN002,FLS002,EPO,Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
66,12379FL0010017,12379FL0010017-00,12379,FLN002,FLS002,EPO,Expanded Bronze,Bronze Premier,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
67,12379FL0010017,12379FL0010017-01,12379,FLN002,FLS002,EPO,Expanded Bronze,Bronze Premier,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
68,12379FL0010017,12379FL0010017-02,12379,FLN002,FLS002,EPO,Expanded Bronze,Bronze Premier,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
69,12379FL0010017,12379FL0010017-03,12379,FLN002,FLS002,EPO,Expanded Bronze,Bronze Premier,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
70,12379FL0010018,12379FL0010018-00,12379,FLN002,FLS002,EPO,Expanded Bronze,Bronze HSA,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
71,12379FL0010018,12379FL0010018-01,12379,FLN002,FLS002,EPO,Expanded Bronze,Bronze HSA,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
72,12379FL0010018,12379FL0010018-02,12379,FLN002,FLS002,EPO,Expanded Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
73,12379FL0010018,12379FL0010018-03,12379,FLN002,FLS002,EPO,Expanded Bronze,Bronze HSA,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
74,12379FL0010019,12379FL0010019-00,12379,FLN002,FLS002,EPO,Catastrophic,Catastrophic,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
75,12379FL0010019,12379FL0010019-01,12379,FLN002,FLS002,EPO,Catastrophic,Catastrophic,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
76,12379FL0010021,12379FL0010021-01,12379,FLN003,FLS003,EPO,Gold,Gold,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
77,12379FL0010021,12379FL0010021-02,12379,FLN003,FLS003,EPO,Gold,Gold,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
78,12379FL0010021,12379FL0010021-03,12379,FLN003,FLS003,EPO,Gold,Gold,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
79,12379FL0010022,12379FL0010022-03,12379,FLN003,FLS003,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
80,12379FL0010022,12379FL0010022-04,12379,FLN003,FLS003,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
81,12379FL0010022,12379FL0010022-05,12379,FLN003,FLS003,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
82,12379FL0010022,12379FL0010022-06,12379,FLN003,FLS003,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
83,12379FL0010022,12379FL0010022-00,12379,FLN003,FLS003,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
84,12379FL0010022,12379FL0010022-01,12379,FLN003,FLS003,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
85,12379FL0010022,12379FL0010022-02,12379,FLN003,FLS003,EPO,Silver,Silver 1,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
86,12379FL0010023,12379FL0010023-00,12379,FLN003,FLS003,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
87,12379FL0010023,12379FL0010023-01,12379,FLN003,FLS003,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
88,12379FL0010023,12379FL0010023-02,12379,FLN003,FLS003,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
89,12379FL0010023,12379FL0010023-03,12379,FLN003,FLS003,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
90,12379FL0010023,12379FL0010023-04,12379,FLN003,FLS003,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
91,12379FL0010023,12379FL0010023-05,12379,FLN003,FLS003,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
92,12379FL0010023,12379FL0010023-06,12379,FLN003,FLS003,EPO,Silver,Silver 2,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
93,12379FL0010024,12379FL0010024-00,12379,FLN003,FLS003,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
94,12379FL0010024,12379FL0010024-01,12379,FLN003,FLS003,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
95,12379FL0010024,12379FL0010024-02,12379,FLN003,FLS003,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
96,12379FL0010024,12379FL0010024-03,12379,FLN003,FLS003,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
97,12379FL0010024,12379FL0010024-04,12379,FLN003,FLS003,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
98,12379FL0010024,12379FL0010024-05,12379,FLN003,FLS003,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
99,12379FL0010024,12379FL0010024-06,12379,FLN003,FLS003,EPO,Silver,Silver 3,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
100,12379FL0010026,12379FL0010026-00,12379,FLN003,FLS003,EPO,Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
101,12379FL0010026,12379FL0010026-01,12379,FLN003,FLS003,EPO,Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
102,12379FL0010026,12379FL0010026-02,12379,FLN003,FLS003,EPO,Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
103,12379FL0010026,12379FL0010026-03,12379,FLN003,FLS003,EPO,Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
104,12379FL0010027,12379FL0010027-00,12379,FLN003,FLS003,EPO,Expanded Bronze,Bronze Premier,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
105,12379FL0010027,12379FL0010027-01,12379,FLN003,FLS003,EPO,Expanded Bronze,Bronze Premier,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
106,12379FL0010027,12379FL0010027-02,12379,FLN003,FLS003,EPO,Expanded Bronze,Bronze Premier,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
107,12379FL0010027,12379FL0010027-03,12379,FLN003,FLS003,EPO,Expanded Bronze,Bronze Premier,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
108,12379FL0010028,12379FL0010028-00,12379,FLN003,FLS003,EPO,Expanded Bronze,Bronze HSA,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
109,12379FL0010028,12379FL0010028-01,12379,FLN003,FLS003,EPO,Expanded Bronze,Bronze HSA,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
110,12379FL0010028,12379FL0010028-02,12379,FLN003,FLS003,EPO,Expanded Bronze,Bronze,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
111,12379FL0010028,12379FL0010028-03,12379,FLN003,FLS003,EPO,Expanded Bronze,Bronze HSA,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
112,12379FL0010029,12379FL0010029-00,12379,FLN003,FLS003,EPO,Catastrophic,Catastrophic,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
113,12379FL0010029,12379FL0010029-01,12379,FLN003,FLS003,EPO,Catastrophic,Catastrophic,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
114,12379FL0010031,12379FL0010031-01,12379,FLN004,FLS004,EPO,Gold,Gold,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
115,12379FL0010031,12379FL0010031-02,12379,FLN004,FLS004,EPO,Gold,Gold,1,0,1,1,0,0,0,0,0,0,Bright Health Insurance Company of Florida,12379.0,Denials not Provided,Denials not Provided,Disenrollment not Provided
